Наименование;Сссылка;Цена;Состав;Наличие на складе;Описание пряжи;Изображение пряжи
Пряжа Super Kid Mohair Gazzal - (64403 - Мокко);https://klubki-v-korzinke.ru//product/prjazha-gazzal-super-kid-mohair-64403-mokko/;201₽/ шт;25 г / 237 мСостав:47% супер кид мохер, 31% мериносовая шерсть супервош, 22% полиамидна складе:19 шт.;Наличие:на складе;201₽/ шт25 г / 237 мСостав:47% супер кид мохер, 31% мериносовая шерсть супервош, 22% полиамидна складе:19 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/05/61/16105/images/29468/29468.200.jpg
Пряжа Super Kid Mohair Gazzal - (64404 - Светлый песок);https://klubki-v-korzinke.ru//product/prjazha-gazzal-super-kid-mohair-64404-svetlii-pesok/;201₽/ шт;25 г / 237 мСостав:47% супер кид мохер, 31% мериносовая шерсть супервош, 22% полиамидна складе:6 шт.;Наличие:на складе;201₽/ шт25 г / 237 мСостав:47% супер кид мохер, 31% мериносовая шерсть супервош, 22% полиамидна складе:6 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/04/61/16104/images/29466/29466.200.jpg
Пряжа Super Kid Mohair Gazzal - (64408 - Кремовый);https://klubki-v-korzinke.ru//product/prjazha-gazzal-super-kid-mohair-644408-kremovii/;201₽/ шт;25 г / 237 мСостав:47% супер кид мохер, 31% мериносовая шерсть супервош, 22% полиамидна складе:16 шт.;Наличие:на складе;201₽/ шт25 г / 237 мСостав:47% супер кид мохер, 31% мериносовая шерсть супервош, 22% полиамидна складе:16 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/00/61/16100/images/29457/29457.200.jpg
Пряжа Super Kid Mohair Gazzal - (64414 - Тёплый белый);https://klubki-v-korzinke.ru//product/prjazha-gazzal-super-kid-mohair-644414-teplii-belii/;201₽/ шт;25 г / 237 мСостав:47% супер кид мохер, 31% мериносовая шерсть супервош, 22% полиамидна складе:1 шт.;Наличие:на складе;201₽/ шт25 г / 237 мСостав:47% супер кид мохер, 31% мериносовая шерсть супервош, 22% полиамидна складе:1 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/99/60/16099/images/29455/29455.200.jpg
Пряжа Super Kid Mohair Gazzal - (64409 - Черный);https://klubki-v-korzinke.ru//product/prjazha-gazzal-super-kid-mohair-64409-chernyi/;201₽/ шт;25 г / 237 мСостав:47% супер кид мохер, 31% мериносовая шерсть супервош, 22% полиамидна складе:11 шт.;Наличие:на складе;201₽/ шт25 г / 237 мСостав:47% супер кид мохер, 31% мериносовая шерсть супервош, 22% полиамидна складе:11 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/98/60/16098/images/29453/29453.200.jpg
Шпагат крученый хлопковый 4 мм 100 м - (2064К - Чёрный);https://klubki-v-korzinke.ru//product/shpagat-kruchenyi-4mm-2064k-cernii/;324₽/ шт;100 мСостав:100% хлопокна складе:10 шт.;Наличие:на складе;324₽/ шт100 мСостав:100% хлопокна складе:10 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/95/60/16095/images/29444/29444.200.jpg
Шпагат крученый хлопковый 4 мм 100 м - (2122 - Фисташковый);https://klubki-v-korzinke.ru//product/shpagat-kruchenyi-4mm-2122-fistashkovii/;324₽/ шт;100 мСостав:100% хлопокна складе:13 шт.;Наличие:на складе;324₽/ шт100 мСостав:100% хлопокна складе:13 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/94/60/16094/images/29442/29442.200.jpg
Шпагат крученый хлопковый 4 мм 100 м - (2139 - Сиреневый);https://klubki-v-korzinke.ru//product/shpagat-kruchenyi-4mm-2139-sirenevii/;324₽/ шт;100 мСостав:100% хлопокна складе:10 шт.;Наличие:на складе;324₽/ шт100 мСостав:100% хлопокна складе:10 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/93/60/16093/images/29438/29438.200.jpg
Шпагат крученый хлопковый 4 мм 100 м - (21133 - Мята);https://klubki-v-korzinke.ru//product/shpagat-kruchenyi-4mm-21133-miata/;324₽/ шт;100 мСостав:100% хлопокна складе:14 шт.;Наличие:на складе;324₽/ шт100 мСостав:100% хлопокна складе:14 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/92/60/16092/images/29435/29435.200.jpg
Шпагат крученый хлопковый 4 мм 100 м - (2106 - Голубой);https://klubki-v-korzinke.ru//product/shpagat-kruchenyi-4mm-2106-goluboi/;324₽/ шт;100 мСостав:100% хлопокна складе:6 шт.;Наличие:на складе;324₽/ шт100 мСостав:100% хлопокна складе:6 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/91/60/16091/images/29433/29433.200.jpg
Шпагат крученый хлопковый 4 мм 100 м - (2109 - Тёмный джинс);https://klubki-v-korzinke.ru//product/shpagat-kruchenyi-4mm-2109-temnii-djins/;324₽/ шт;100 мСостав:100% хлопокна складе:13 шт.;Наличие:на складе;324₽/ шт100 мСостав:100% хлопокна складе:13 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/90/60/16090/images/29431/29431.200.jpg
Шпагат крученый хлопковый 4 мм 100 м - (2131 - Персиковый);https://klubki-v-korzinke.ru//product/shpagat-kruchenyi-4mm-2131-persikovii/;324₽/ шт;100 мСостав:100% хлопокна складе:14 шт.;Наличие:на складе;324₽/ шт100 мСостав:100% хлопокна складе:14 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/88/60/16088/images/29427/29427.200.jpg
Шпагат крученый хлопковый 4 мм 100 м - (2001 - Белый);https://klubki-v-korzinke.ru//product/shpagat-kruchenyi-4mm-2001-belii/;324₽/ шт;100 мСостав:100% хлопокна складе:1 шт.;Наличие:на складе;324₽/ шт100 мСостав:100% хлопокна складе:1 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/87/60/16087/images/29425/29425.200.jpg
Шпагат крученый хлопковый 4 мм 100 м - (2194 - Пудровый);https://klubki-v-korzinke.ru//product/shpagat-kruchenyi-4mm-2194-pudrovii/;324₽/ шт;100 мСостав:100% хлопокна складе:13 шт.;Наличие:на складе;324₽/ шт100 мСостав:100% хлопокна складе:13 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/86/60/16086/images/29423/29423.200.jpg
Шпагат крученый хлопковый 4 мм 100 м - (026И - Жёлтый);https://klubki-v-korzinke.ru//product/shpagat-kruchenyi-4mm-026i-jeltii/;324₽/ шт;100 мСостав:100% хлопокна складе:9 шт.;Наличие:на складе;324₽/ шт100 мСостав:100% хлопокна складе:9 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/85/60/16085/images/29421/29421.200.jpg
Шпагат крученый хлопковый 4 мм 100 м - (2115 - Коричневый);https://klubki-v-korzinke.ru//product/shpagat-kruchenyi-4mm-2115-koricnevii/;324₽/ шт;100 мСостав:100% хлопокна складе:12 шт.;Наличие:на складе;324₽/ шт100 мСостав:100% хлопокна складе:12 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/84/60/16084/images/29419/29419.200.jpg
Шпагат крученый хлопковый 4 мм 100 м - (2065К - Светло - серый);https://klubki-v-korzinke.ru//product/shpagat-kruchenyi-4mm-2065k-svetlo-serii/;324₽/ шт;100 мСостав:100% хлопокна складе:3 шт.;Наличие:на складе;324₽/ шт100 мСостав:100% хлопокна складе:3 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/83/60/16083/images/29417/29417.200.jpg
Пряжа Пехорка «Детский каприз теплый» - (525 - Св.слива);https://klubki-v-korzinke.ru//product/prjazha-pehorka-detskij-kapriz-teplyi-525-svsliva/;79₽/ шт;50 г / 125 мСостав:50% шерсть мериносовая 50% фибрана складе:17 шт.;Наличие:на складе;79₽/ шт50 г / 125 мСостав:50% шерсть мериносовая 50% фибрана складе:17 шт.50 г / 125 м50% мериносовая шерсть, 50% фибраНаличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/82/60/16082/images/29414/29414.200.jpg
Пряжа Семеновская «Ольга» - (13416 - Бордо);https://klubki-v-korzinke.ru//product/prjazha-semenovskaja-olga-13416-bordo/;148₽/ шт;100 г / 392 мСостав:50% шерсть 50% акрилна складе:15 шт.;Наличие:на складе;148₽/ шт100 г / 392 мСостав:50% шерсть 50% акрилна складе:15 шт.100 г / 392 м50% шерсть, 50% акрилНаличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/77/60/16077/images/29405/29405.200.jpg
Пряжа Superlana Midi Alize - (60 - Чёрный);https://klubki-v-korzinke.ru//product/prjazha-superlana-midi-alize-60-cernii/;135₽/ шт;100 г / 170 мСостав:25% шерсть 75% акрилна складе:30 шт.;Наличие:на складе;135₽/ шт100 г / 170 мСостав:25% шерсть 75% акрилна складе:30 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/76/60/16076/images/29402/29402.200.jpg
Пряжа Superlana Midi Alize - (240 - Св.коричневый меланж);https://klubki-v-korzinke.ru//product/prjazha-superlana-midi-alize-240-svkoricnevii-melang/;135₽/ шт;100 г / 170 мСостав:25% шерсть 75% акрилна складе:28 шт.;Наличие:на складе;135₽/ шт100 г / 170 мСостав:25% шерсть 75% акрилна складе:28 шт.Наличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/75/60/16075/images/29400/29400.200.jpg
Пряжа Superlana Maxi Alize - (212 - Петроль);https://klubki-v-korzinke.ru//product/prjazha-superlana-maxi-alize-212-petrol/;136₽/ шт;100 г / 100 мСостав:25% шерсть 75% акрилна складе:12 шт.;Наличие:на складе;136₽/ шт100 г / 100 мСостав:25% шерсть 75% акрилна складе:12 шт.100 г / 100 м25% шерсть, 75% акрилНаличие:на складе;https://klubki-v-korzinke.ru//wa-data/public/shop/products/74/60/16074/images/29398/29398.200.jpg
